date,state,income_mean,income_median,expenditure_mean,gini,poverty,year_x,exp_to_income_ratio,year_y,division,division_label,cpi_mean
2022-01-01,W.P. Labuan,8250,6904,4176,0.30028,2.5,2022,0.5061818181818182,2022,overall,Overall CPI,120.56666666666666
2022-01-01,W.P. Putrajaya,13473,10056,8897,0.3678,0.1,2022,0.6603577525421213,2022,01,Food & Non-Alcoholic Beverages,159.70833333333334
2022-01-01,W.P. Putrajaya,13473,10056,8897,0.3678,0.1,2022,0.6603577525421213,2022,02,Alcoholic Beverages & Tobacco,185.71666666666667
2022-01-01,W.P. Putrajaya,13473,10056,8897,0.3678,0.1,2022,0.6603577525421213,2022,03,Clothing & Footwear,87.29166666666667
2022-01-01,W.P. Putrajaya,13473,10056,8897,0.3678,0.1,2022,0.6603577525421213,2022,04,"Housing, Water, Electricity & Gas",130.46666666666667
2022-01-01,W.P. Putrajaya,13473,10056,8897,0.3678,0.1,2022,0.6603577525421213,2022,05,Furnishings & Household Equipment,133.54999999999998
2022-01-01,W.P. Putrajaya,13473,10056,8897,0.3678,0.1,2022,0.6603577525421213,2022,06,Health,111.29166666666667
2022-01-01,W.P. Putrajaya,13473,10056,8897,0.3678,0.1,2022,0.6603577525421213,2022,07,Transport,132.73333333333332
2022-01-01,W.P. Putrajaya,13473,10056,8897,0.3678,0.1,2022,0.6603577525421213,2022,08,Communication,96.03333333333335
2022-01-01,W.P. Putrajaya,13473,10056,8897,0.3678,0.1,2022,0.6603577525421213,2022,09,Recreation & Culture,107.49166666666667
2022-01-01,W.P. Putrajaya,13473,10056,8897,0.3678,0.1,2022,0.6603577525421213,2022,10,Education,129.41666666666666
2022-01-01,W.P. Putrajaya,13473,10056,8897,0.3678,0.1,2022,0.6603577525421213,2022,11,Restaurants & Hotels,164.6
2022-01-01,W.P. Putrajaya,13473,10056,8897,0.3678,0.1,2022,0.6603577525421213,2022,12,Insurance & Financial Services,109.09999999999998
2022-01-01,W.P. Putrajaya,13473,10056,8897,0.3678,0.1,2022,0.6603577525421213,2022,13,Personal Care & Miscellaneous,121.26666666666667
2022-01-01,W.P. Putrajaya,13473,10056,8897,0.3678,0.1,2022,0.6603577525421213,2022,overall,Overall CPI,133.825
